"","x"
"4956",1.08
"4957",1.06
"4958",0.9
"4959",0.94
"4960",1.19
"4961",1.14
"4962",1.16
"4963",1.18
"4964",1.12
"4965",0.98
"4966",1.04
"4967",0.89
"4968",0.98
"4969",0.88
"4970",0.83
"4971",0.92
"4972",0.78
"4973",0.86
"4974",0.78
"4975",0.68
"4976",0.73
"4977",0.8
"4978",0.84
"4979",0.9
"4980",0.8
"4981",0.76
"4982",0.84
"4983",0.81
"4984",0.8
"4985",0.86
"4986",0.79
"4987",0.61
"4988",0.72
"4989",0.85
"4990",0.79
"4991",0.81
"4992",0.65
"4993",1.18
"4994",1.22
"4995",1.29
"4996",1.52
"4997",1.75
"4998",1.89
"4999",1.94
"5000",2.07
"5001",2.2
"5002",1.87
"5003",1.99
"5004",1.82
"5005",1.52
"5006",1.43
"5007",1.5
"5008",1.43
"5009",1.47
"5010",1.38
"5011",1.28
"5012",1.03
"5013",1.49
"5014",1.52
"5015",1.54
"5016",1.46
"5017",1.4
"5018",1.41
"5019",1.5
"5020",1.44
"5021",1.45
"5022",1.35
"5023",1.34
"5024",1.31
"5025",1.37
"5026",1.06
"5027",0.99
"5028",1
"5029",1.39
"5030",1.38
"5031",1.12
"5032",1.47
"5033",1.4
"5034",1.41
"5035",1.29
"5036",1.29
"5037",1.15
"5038",1.34
"5039",0.89
"5040",1.27
"5041",1.05
"5042",1.24
"5043",1.21
"5044",0.93
"5045",1.17
"5046",1.09
"5047",0.88
"5048",1.23
"5049",1.45
"5050",1.41
"5051",1.43
"5052",1.43
"5053",1.42
"5054",1.12
"5055",1.2
"5056",1.23
"5057",0.89
"5058",1.03
"5059",1.03
"5060",1
"5061",1.13
"5062",1.08
"5063",1.11
"5064",1.14
"5065",1.11
"5066",1.12
"5067",1.1
"5068",1.03
"5069",1.11
"5070",1.1
"5071",1.03
"5072",0.97
"5073",1.01
"5074",0.86
"5075",0.87
"5076",0.87
"5077",0.83
"5078",0.82
"5079",0.82
"5080",0.88
"5081",0.84
"5082",0.93
"5083",0.86
"5084",0.85
"5085",1.02
"5086",0.94
"5087",0.88
"5088",0.91
"5089",0.86
"5090",0.98
"5091",0.75
"5092",0.98
"5093",0.92
"5094",0.94
"5095",0.86
"5096",0.89
"5097",1.02
"5098",1.07
"5099",1.2
"5100",1.09
"5101",1.33
"5102",1.34
"5103",1.41
"5104",1.5
"5105",1.43
"5106",1.4
"5107",1.3
"5108",1.32
"5109",1.3
"5110",1.25
"5111",1.12
"5112",1.08
"5113",1.03
"5114",1.11
"5115",1.08
"5116",1.11
"5117",1.17
"5118",1.18
"5119",1.18
"5120",1.17
"5121",1.08
"5122",0.95
"5123",1.07
"5124",0.97
"5125",1.04
"5126",0.94
"5127",0.97
"5128",1.04
"5129",0.89
"5130",0.82
"5131",0.76
"5132",0.93
"5133",1.01
"5134",0.96
"5135",1.05
"5136",1.07
"5137",1.07
"5138",0.96
"5139",1.06
"5140",0.93
"5141",1.04
"5142",0.91
"5143",0.69
"5144",1.01
"5145",0.95
"5146",1.05
"5147",0.98
"5148",1.03
"5149",0.79
"5150",0.72
"5151",0.76
"5152",0.76
"5153",0.93
"5154",1.06
"5155",1.11
"5156",1.16
"5157",1.19
"5158",1.09
"5159",1.03
"5160",1
"5161",1.01
"5162",0.98
"5163",0.86
"5164",0.82
"5165",0.78
"5166",0.84
"5167",0.87
"5168",0.94
"5169",0.93
"5170",0.98
"5171",0.97
"5172",0.94
"5173",0.91
"5174",0.91
"5175",0.89
"5176",0.89
"5177",0.85
"5178",0.83
"5179",0.8
"5180",0.72
"5181",0.73
"5182",0.72
"5183",0.71
"5184",0.7
"5185",0.71
"5186",0.73
"5187",0.74
"5188",0.77
"5189",0.77
"5190",0.79
"5191",0.78
"5192",0.77
"5193",0.82
"5194",0.7
"5195",0.7
"5196",0.79
"5197",0.94
"5198",0.81
"5199",0.84
"5200",0.79
"5201",0.94
"5202",0.96
"5203",1.21
"5204",0.99
"5205",1.39
"5206",1.38
"5207",1.37
"5208",1.44
"5209",1.44
"5210",1.43
"5211",1.24
"5212",1.37
"5213",1.38
"5214",1.32
"5215",1.11
"5216",1.08
"5217",0.96
"5218",1.11
"5219",1.11
"5220",1.09
"5221",1.18
"5222",1.18
"5223",1.17
"5224",1.15
"5225",1.1
"5226",0.91
"5227",1.09
"5228",0.94
"5229",1.07
"5230",0.91
"5231",0.92
"5232",1.05
"5233",0.82
"5234",0.86
"5235",0.75
"5236",0.84
"5237",1.01
"5238",0.86
"5239",1.04
"5240",1.05
"5241",1.05
"5242",0.88
"5243",1.07
"5244",0.84
"5245",1.04
"5246",0.98
"5247",0.62
"5248",1.02
"5249",0.9
"5250",1.09
"5251",0.93
"5252",1.06
"5253",1.15
"5254",0.97
"5255",0.96
"5256",1.4
"5257",1.49
"5258",1.14
"5259",1.07
"5260",1.48
"5261",1.39
"5262",1.23
"5263",1.33
"5264",1.19
"5265",0.87
"5266",1.09
"5267",1.05
"5268",0.98
"5269",1.12
"5270",1.12
"5271",1.09
"5272",1.14
"5273",1.16
"5274",1.14
"5275",1.08
"5276",0.98
"5277",1.06
"5278",1.09
"5279",1.02
"5280",0.96
"5281",0.99
"5282",0.87
"5283",0.87
"5284",0.89
"5285",0.85
"5286",0.84
"5287",0.86
"5288",0.95
"5289",0.82
"5290",0.96
"5291",0.92
"5292",0.81
"5293",1.02
"5294",0.93
"5295",0.91
"5296",0.95
"5297",0.82
"5298",0.95
"5299",0.74
"5300",1
"5301",0.97
"5302",0.98
"5303",0.88
"5304",0.9
"5305",1.02
"5306",0.97
"5307",1.11
"5308",1.1
"5309",1.16
"5310",1.29
"5311",1.34
"5312",1.25
"5313",1.01
"5314",0.95
"5315",1.29
"5316",1.3
"5317",1.16
"5318",1.06
"5319",1.17
"5320",1.05
"5321",1.16
"5322",1.15
"5323",1.03
"5324",0.91
"5325",0.85
"5326",1.03
"5327",0.94
"5328",0.88
"5329",0.74
"5330",0.76
"5331",0.97
"5332",0.95
"5333",0.92
"5334",0.83
"5335",0.8
"5336",0.81
"5337",0.75
"5338",0.85
"5339",0.79
"5340",0.8
"5341",0.91
"5342",0.87
"5343",0.94
"5344",0.97
"5345",0.88
"5346",0.89
"5347",0.96
"5348",0.98
"5349",1
"5350",0.98
"5351",0.87
"5352",1.01
"5353",1.1
"5354",1.15
"5355",1.01
"5356",1
"5357",1.46
"5358",1.42
"5359",1.5
"5360",1.64
"5361",1.55
"5362",1.61
"5363",1.62
"5364",1.59
"5365",1.56
"5366",1.38
"5367",1.36
"5368",1.23
"5369",1.43
"5370",1.54
"5371",1.46
"5372",1.35
"5373",1.53
"5374",1.38
"5375",1.44
"5376",1.35
"5377",1.53
"5378",1.6
"5379",1.5
"5380",1.31
"5381",1.29
"5382",1.37
"5383",1.43
"5384",1.35
"5385",1.29
"5386",1.31
"5387",1.36
"5388",1.27
"5389",1.23
"5390",1.23
"5391",1.31
"5392",1.22
"5393",1.21
"5394",1.28
"5395",1.03
"5396",1.29
"5397",1.24
"5398",1.18
"5399",1.36
"5400",1.27
"5401",1.34
"5402",1.28
"5403",1.28
"5404",1.2
"5405",1.32
"5406",1.37
"5407",1.36
"5408",1.34
"5409",0.93
"5410",0.93
"5411",1.22
"5412",0.96
"5413",1.45
"5414",1.47
"5415",1.38
"5416",1.46
"5417",1.52
"5418",1.53
"5419",1.26
"5420",1.45
"5421",1.45
"5422",1.37
"5423",1.14
"5424",1.16
"5425",0.95
"5426",1.14
"5427",1.14
"5428",1.14
"5429",1.21
"5430",1.25
"5431",1.22
"5432",1.17
"5433",1.15
"5434",0.93
"5435",1.16
"5436",0.98
"5437",1.23
"5438",0.97
"5439",0.96
"5440",1.18
"5441",0.86
"5442",0.92
"5443",0.75
"5444",0.86
"5445",1.06
"5446",0.85
"5447",1.04
"5448",1.08
"5449",1.1
"5450",0.86
"5451",1.08
"5452",0.82
"5453",1.05
"5454",1
"5455",0.56
"5456",0.98
"5457",0.81
"5458",1.05
"5459",0.85
"5460",1.07
"5461",1
"5462",0.96
"5463",0.98
"5464",1
"5465",1.21
"5466",1.27
"5467",1.36
"5468",1.44
"5469",1.43
"5470",1.34
"5471",1.3
"5472",1.27
"5473",1.23
"5474",1.22
"5475",1.15
"5476",1.08
"5477",1.04
"5478",1.09
"5479",1.1
"5480",1.12
"5481",1.15
"5482",1.23
"5483",1.2
"5484",1.15
"5485",1.1
"5486",1.06
"5487",1.04
"5488",1.02
"5489",1.04
"5490",0.97
"5491",0.94
"5492",0.93
"5493",0.89
"5494",0.82
"5495",0.84
"5496",0.87
"5497",0.9
"5498",0.9
"5499",0.94
"5500",0.94
"5501",0.93
"5502",0.93
"5503",0.95
"5504",0.91
"5505",0.94
"5506",0.88
"5507",0.76
"5508",0.93
"5509",0.95
"5510",0.94
"5511",0.93
"5512",0.86
"5513",0.92
"5514",0.88
"5515",0.84
"5516",0.93
"5517",1.09
"5518",1.1
"5519",1.18
"5520",1.26
"5521",1.26
"5522",1.17
"5523",1.15
"5524",1.13
"5525",1.03
"5526",1.08
"5527",1.04
"5528",0.96
"5529",0.92
"5530",0.96
"5531",0.93
"5532",1
"5533",0.95
"5534",1.1
"5535",1.08
"5536",1.02
"5537",1.01
"5538",0.97
"5539",0.87
"5540",0.86
"5541",0.92
"5542",0.82
"5543",0.79
"5544",0.83
"5545",0.77
"5546",0.75
"5547",0.79
"5548",0.78
"5549",0.77
"5550",0.79
"5551",0.79
"5552",0.78
"5553",0.78
"5554",0.81
"5555",0.8
"5556",0.78
"5557",0.77
"5558",0.78
"5559",0.69
"5560",0.85
"5561",0.78
"5562",0.81
"5563",0.77
"5564",0.73
"5565",0.73
"5566",0.76
"5567",0.79
"5568",0.85
"5569",0.8
"5570",0.99
"5571",0.96
"5572",0.99
"5573",1.11
"5574",1
"5575",0.87
"5576",1.05
"5577",1.14
"5578",1.07
"5579",0.95
"5580",0.73
"5581",0.88
"5582",0.93
"5583",0.92
"5584",0.93
"5585",0.95
"5586",1.06
"5587",1.03
"5588",0.95
"5589",0.87
"5590",0.86
"5591",0.8
"5592",0.79
"5593",0.82
"5594",0.75
"5595",0.77
"5596",0.8
"5597",0.7
"5598",0.74
"5599",0.73
"5600",0.77
"5601",0.73
"5602",0.77
"5603",0.73
"5604",0.71
"5605",0.7
"5606",0.72
"5607",0.77
"5608",0.73
"5609",0.7
"5610",0.7
"5611",0.68
"5612",0.79
"5613",1.12
"5614",0.83
"5615",0.74
"5616",0.76
"5617",1.47
"5618",1.45
"5619",1.43
"5620",1.29
"5621",1.39
"5622",1.5
"5623",1.65
"5624",1.26
"5625",1.62
"5626",1.67
"5627",1.56
"5628",1.65
"5629",1.78
"5630",1.69
"5631",1.64
"5632",1.41
"5633",1.78
"5634",1.76
"5635",1.61
"5636",1.61
"5637",1.52
"5638",1.53
"5639",1.61
"5640",1.49
"5641",1.39
"5642",1.52
"5643",1.56
"5644",1.53
"5645",1.58
"5646",1.65
"5647",1.7
"5648",1.8
"5649",1.38
"5650",1.77
"5651",1.47
"5652",1.13
"5653",1.34
"5654",1.62
"5655",1.54
"5656",1.62
"5657",1.16
"5658",1.6
"5659",1.54
"5660",1.18
"5661",1.4
"5662",1.67
"5663",1.42
"5664",1.49
"5665",1.31
"5666",1.59
"5667",1.55
"5668",1.55
"5669",1.47
"5670",0.95
"5671",1.11
"5672",1
"5673",0.99
"5674",1.07
"5675",1.12
"5676",1.13
"5677",1.11
"5678",1.08
"5679",1.28
"5680",1.49
"5681",1.64
"5682",1.6
"5683",1.55
"5684",1.5
"5685",1.59
"5686",1.54
"5687",1.53
"5688",1.49
"5689",1.43
"5690",1.37
"5691",1.36
"5692",1.34
"5693",1.24
"5694",1.2
"5695",1.19
"5696",1.16
"5697",1.12
"5698",1.2
"5699",1.13
"5700",1.08
"5701",1.23
"5702",1.2
"5703",1.18
"5704",1.1
"5705",1.17
"5706",1.21
"5707",1.15
"5708",1.23
"5709",1.26
"5710",1.32
"5711",1.25
"5712",1.21
"5713",1.08
"5714",0.85
"5715",0.86
"5716",0.79
"5717",0.83
"5718",0.95
"5719",0.84
"5720",0.99
"5721",0.98
"5722",0.93
"5723",1.15
"5724",1.41
"5725",1.44
"5726",1.13
"5727",1.43
"5728",1.43
"5729",1.45
"5730",1.49
"5731",1.41
"5732",1.55
"5733",1.6
"5734",1.66
"5735",1.71
"5736",1.59
"5737",1.59
"5738",1.58
"5739",1.57
"5740",1.62
"5741",1.66
"5742",1.57
"5743",1.48
"5744",1.47
"5745",1.47
"5746",1.48
"5747",1.48
"5748",1.64
"5749",1.6
"5750",1.65
"5751",1.67
"5752",1.65
"5753",1.8
"5754",1.75
"5755",1.67
"5756",1.59
"5757",1.37
"5758",1.69
"5759",1.67
"5760",1.7
"5761",1.64
"5762",1.5
"5763",1.6
"5764",1.58
"5765",1.6
"5766",1.33
"5767",1.48
"5768",1.38
"5769",1.24
"5770",1.09
"5771",1.46
"5772",1.42
"5773",1.48
"5774",1.14
"5775",1.47
"5776",1.13
"5777",1.18
"5778",1.29
"5779",1.08
"5780",1.14
"5781",1.44
"5782",1.42
"5783",1.23
"5784",1.21
"5785",1.44
"5786",1.43
"5787",1.83
"5788",1.89
"5789",1.8
"5790",1.78
"5791",1.73
"5792",1.76
"5793",1.68
"5794",1.3
"5795",1.37
"5796",1.51
"5797",1.54
"5798",1.54
"5799",1.51
"5800",1.49
"5801",0.98
"5802",1.17
"5803",1.2
"5804",1.21
"5805",1.21
"5806",1.19
"5807",1.21
"5808",1.29
"5809",1.2
"5810",1.09
"5811",1.03
"5812",1.14
"5813",1.15
"5814",1.21
"5815",1.2
"5816",1.16
"5817",1.15
"5818",0.98
"5819",1.11
"5820",0.91
"5821",0.94
"5822",0.98
"5823",0.9
"5824",0.93
"5825",1.01
"5826",1
"5827",1.02
"5828",0.92
"5829",1.4
"5830",1.45
"5831",1.28
"5832",1.14
"5833",1.4
"5834",1.39
"5835",1.36
"5836",1.23
"5837",1.49
"5838",1.49
"5839",1.48
"5840",1.59
"5841",1.61
"5842",1.62
"5843",1.62
"5844",1.58
"5845",1.63
"5846",1.81
"5847",1.79
"5848",1.77
"5849",1.52
"5850",1.55
"5851",1.48
"5852",1.37
"5853",1.56
"5854",1.69
"5855",1.67
"5856",1.68
"5857",1.66
"5858",1.72
"5859",1.73
"5860",1.73
"5861",1.69
"5862",1.62
"5863",1.49
"5864",1.61
"5865",1.63
"5866",1.61
"5867",1.53
"5868",1.56
"5869",1.51
"5870",1.54
"5871",1.55
"5872",1.3
"5873",1.24
"5874",1.31
"5875",1.12
"5876",1.19
"5877",1.32
"5878",1.26
"5879",1.3
"5880",1.09
"5881",1.29
"5882",1.27
"5883",1.28
"5884",1.26
"5885",1.25
"5886",1.13
"5887",1.23
"5888",1.3
"5889",1.37
"5890",1.37
"5891",1.36
"5892",1.5
"5893",1.5
"5894",1.49
"5895",1.53
"5896",1.42
"5897",1.37
"5898",1.46
"5899",1.56
"5900",1.33
"5901",1.34
"5902",1.32
"5903",1.32
"5904",1.32
"5905",1.34
"5906",1.35
"5907",1.31
"5908",1.34
"5909",1.46
"5910",1.5
"5911",1.62
"5912",1.6
"5913",1.64
"5914",1.71
"5915",1.55
"5916",1.71
"5917",1.54
"5918",1.55
"5919",1.54
"5920",1.56
"5921",1.54
"5922",1.53
"5923",1.54
"5924",1.48
"5925",1.68
"5926",1.69
"5927",1.68
"5928",1.56
"5929",1.4
"5930",1.37
"5931",1.34
"5932",1.29
"5933",1.37
"5934",1.43
"5935",0.93
"5936",1.13
"5937",0.98
"5938",1.06
"5939",1.09
"5940",1.3
"5941",1.26
"5942",1.15
"5943",1.15
"5944",1.2
"5945",1.53
"5946",1.68
"5947",1.74
"5948",1.77
"5949",1.74
"5950",1.72
"5951",1.71
"5952",1.65
"5953",1.78
"5954",1.64
"5955",1.26
"5956",1.36
"5957",1.38
"5958",1.46
"5959",1.49
"5960",1.28
"5961",1.28
"5962",1.15
"5963",1.2
"5964",1.22
"5965",1.2
"5966",1.32
"5967",1.35
"5968",1.17
"5969",1.08
"5970",1.25
"5971",1.26
"5972",1.34
"5973",1.13
"5974",1.22
"5975",1.33
"5976",1.31
"5977",1.31
"5978",1.15
"5979",0.95
"5980",0.95
"5981",0.79
"5982",0.67
"5983",0.76
"5984",0.76
"5985",0.93
"5986",1
"5987",0.89
"5988",0.93
"5989",1.33
"5990",1.26
"5991",1.02
"5992",1.26
"5993",1.4
"5994",1.4
"5995",1.44
"5996",1.47
"5997",1.49
"5998",1.64
"5999",1.7
"6000",1.77
"6001",1.76
"6002",1.72
"6003",1.61
"6004",1.69
"6005",1.65
"6006",1.58
"6007",1.52
"6008",1.47
"6009",1.43
"6010",1.4
"6011",1.39
"6012",1.38
"6013",1.32
"6014",1.36
"6015",1.33
"6016",1.43
"6017",1.38
"6018",1.49
"6019",1.5
"6020",1.5
"6021",1.41
"6022",1.36
"6023",1.53
"6024",1.5
"6025",1.56
"6026",1.54
"6027",1.48
"6028",1.48
"6029",1.47
"6030",1.55
"6031",1.41
"6032",1.26
"6033",1.33
"6034",1.25
"6035",0.95
"6036",1.33
"6037",1.18
"6038",1.37
"6039",1.28
"6040",1.21
"6041",0.93
"6042",1.36
"6043",1.49
"6044",1.13
"6045",1.56
"6046",1.7
"6047",1.71
"6048",1.78
"6049",1.77
"6050",1.94
"6051",2.06
"6052",2.11
"6053",2.22
"6054",2.14
"6055",2.07
"6056",2.15
"6057",2.02
"6058",2
"6059",1.93
"6060",1.88
"6061",1.89
"6062",1.72
"6063",1.62
"6064",1.59
"6065",1.54
"6066",1.54
"6067",1.45
"6068",1.44
"6069",1.53
"6070",1.6
"6071",1.64
"6072",1.63
"6073",1.64
"6074",1.6
"6075",1.51
"6076",1.62
"6077",1.63
"6078",1.65
"6079",1.65
"6080",1.65
"6081",1.64
"6082",1.64
"6083",1.66
"6084",1.62
"6085",1.61
"6086",1.27
"6087",1.05
"6088",0.7
"6089",1.1
"6090",1.21
"6091",1.23
"6092",1.16
"6093",1.15
"6094",0.86
"6095",1.36
"6096",1.3
"6097",1.16
"6098",1.05
"6099",1.23
"6100",1.01
"6101",0.9
"6102",1.01
"6103",1.42
"6104",1.75
"6105",1.81
"6106",1.9
"6107",1.86
"6108",1.79
"6109",1.79
"6110",1.75
"6111",1.72
"6112",1.31
"6113",1.15
"6114",1.34
"6115",1.46
"6116",1.48
"6117",1.47
"6118",1.5
"6119",1.09
"6120",0.79
"6121",0.8
"6122",1.09
"6123",0.87
"6124",1
"6125",0.96
"6126",1
"6127",0.76
"6128",0.6
"6129",1.1
"6130",1.13
"6131",1.06
"6132",1.17
"6133",1.01
"6134",1.16
"6135",0.95
"6136",0.9
"6137",0.78
"6138",0.78
"6139",0.7
"6140",0.65
"6141",0.65
"6142",0.71
"6143",0.69
"6144",0.76
"6145",0.82
"6146",0.64
"6147",0.8
"6148",1.06
"6149",1.03
"6150",1.1
"6151",0.99
"6152",1.04
"6153",0.97
"6154",0.97
"6155",0.96
"6156",1.22
"6157",1.55
"6158",1.71
"6159",1.83
"6160",1.72
"6161",1.69
"6162",1.7
"6163",1.68
"6164",1.62
"6165",1.26
"6166",1.23
"6167",1.52
"6168",1.21
"6169",1.22
"6170",1.39
"6171",1.36
"6172",0.95
"6173",0.85
"6174",0.86
"6175",0.81
"6176",0.98
"6177",1.1
"6178",1.24
"6179",1.16
"6180",0.99
"6181",0.93
"6182",1.18
"6183",1.26
"6184",0.99
"6185",1.07
"6186",1.23
"6187",1.26
"6188",1.3
"6189",1.29
"6190",1.14
"6191",1.04
"6192",1.07
"6193",0.78
"6194",0.69
"6195",1.06
"6196",0.91
"6197",0.97
"6198",0.86
"6199",0.83
"6200",0.9
"6201",0.99
"6202",0.83
"6203",0.75
"6204",0.85
"6205",0.95
"6206",0.94
"6207",0.96
"6208",0.96
"6209",1.05
"6210",1.1
"6211",1.28
"6212",1.29
"6213",1.3
"6214",1.29
"6215",1.24
"6216",1.2
"6217",1.23
"6218",1.13
"6219",0.99
"6220",1
"6221",0.98
"6222",1.03
"6223",0.99
"6224",0.98
"6225",0.84
"6226",0.9
"6227",0.89
"6228",0.9
"6229",0.9
"6230",0.93
"6231",0.93
"6232",0.91
"6233",0.95
"6234",0.89
"6235",0.9
"6236",0.85
"6237",0.87
"6238",0.9
"6239",0.83
"6240",0.91
"6241",0.94
"6242",0.9
"6243",0.93
"6244",0.73
"6245",0.76
"6246",0.7
"6247",0.65
"6248",0.73
"6249",0.7
"6250",0.7
"6251",0.78
"6252",0.68
"6253",0.94
"6254",1.19
"6255",1.13
"6256",0.97
"6257",1.1
"6258",1.36
"6259",1.13
"6260",1.03
"6261",1.07
"6262",1.2
"6263",1.43
"6264",1.57
"6265",1.6
"6266",1.47
"6267",1.6
"6268",1.47
"6269",1.56
"6270",1.5
"6271",1.1
"6272",1.2
"6273",1.46
"6274",1.43
"6275",1.19
"6276",1.15
"6277",1.46
"6278",1.11
"6279",1.19
"6280",1.17
"6281",1.14
"6282",1.18
"6283",1.16
"6284",1.19
"6285",1.23
"6286",1.23
"6287",1.13
"6288",1.33
"6289",1.15
"6290",1.23
"6291",1.31
"6292",1.33
"6293",1.42
"6294",1.32
"6295",1.32
"6296",1.32
"6297",1.15
"6298",1.07
"6299",0.96
"6300",0.77
"6301",1.05
"6302",1.03
"6303",1.04
"6304",0.92
"6305",0.8
"6306",0.84
"6307",1.25
"6308",1.08
"6309",1.13
"6310",0.97
"6311",1.21
"6312",0.99
"6313",0.93
"6314",1
"6315",1.28
"6316",1.59
"6317",1.79
"6318",1.94
"6319",1.88
"6320",1.82
"6321",1.84
"6322",1.8
"6323",1.68
"6324",1.32
"6325",1.25
"6326",1.55
"6327",1.25
"6328",1.29
"6329",1.55
"6330",1.18
"6331",0.99
"6332",1.22
"6333",1.01
"6334",0.85
"6335",1.28
"6336",1.26
"6337",1.29
"6338",1.32
"6339",1.03
"6340",0.99
"6341",1.48
"6342",1.46
"6343",1.45
"6344",1.51
"6345",1.48
"6346",1.48
"6347",1.48
"6348",1.44
"6349",0.97
"6350",0.83
"6351",1.07
"6352",0.74
"6353",0.65
"6354",1.01
"6355",0.84
"6356",0.98
"6357",0.9
"6358",0.75
"6359",1.09
"6360",1.64
"6361",1.25
"6362",1.61
"6363",0.99
"6364",1.65
"6365",1.4
"6366",1.59
"6367",1.7
"6368",1.55
"6369",1.96
"6370",2.07
"6371",2.19
"6372",2.09
"6373",1.96
"6374",1.99
"6375",1.86
"6376",1.65
"6377",1.74
"6378",1.7
"6379",1.7
"6380",1.45
"6381",1.63
"6382",1.68
"6383",1.42
"6384",1.43
"6385",1.51
"6386",1.74
"6387",1.29
"6388",1.79
"6389",1.88
"6390",1.85
"6391",1.88
"6392",1.87
"6393",1.46
"6394",1.83
"6395",1.67
"6396",1.67
"6397",1.73
"6398",1.73
"6399",1.71
"6400",1.73
"6401",1.73
"6402",1.5
"6403",1.02
"6404",1.42
"6405",1.13
"6406",0.81
"6407",1.29
"6408",0.92
"6409",1.29
"6410",1.26
"6411",0.77
"6412",0.92
"6413",1.3
"6414",1.22
"6415",1.18
"6416",1.15
"6417",1.38
"6418",1.23
"6419",1.19
"6420",1.26
"6421",1.52
"6422",1.75
"6423",1.86
"6424",1.98
"6425",1.89
"6426",1.83
"6427",1.86
"6428",1.81
"6429",1.73
"6430",1.49
"6431",1.44
"6432",1.57
"6433",1.42
"6434",1.44
"6435",1.47
"6436",1.38
"6437",1.2
"6438",1.18
"6439",1.15
"6440",1.12
"6441",1.27
"6442",1.33
"6443",1.37
"6444",1.34
"6445",1.19
"6446",1.1
"6447",1.38
"6448",1.38
"6449",1.36
"6450",1.41
"6451",1.41
"6452",1.42
"6453",1.39
"6454",1.38
"6455",1.24
"6456",1.08
"6457",1.1
"6458",0.88
"6459",0.73
"6460",1.01
"6461",0.95
"6462",1.05
"6463",0.99
"6464",0.88
"6465",1.37
"6466",1.37
"6467",1.37
"6468",1.13
"6469",1.27
"6470",1.3
"6471",1.3
"6472",1.38
"6473",1.45
"6474",1.47
"6475",1.43
"6476",1.48
"6477",1.54
"6478",1.45
"6479",1.44
"6480",1.46
"6481",1.51
"6482",1.53
"6483",1.48
"6484",1.47
"6485",1.43
"6486",1.37
"6487",1.36
"6488",1.38
"6489",1.38
"6490",1.47
"6491",1.48
"6492",1.46
"6493",1.5
"6494",1.5
"6495",1.55
"6496",1.56
"6497",1.51
"6498",1.54
"6499",1.51
"6500",1.48
"6501",1.49
"6502",1.56
"6503",1.48
"6504",1.46
"6505",1.38
"6506",1.4
"6507",1.42
"6508",1.19
"6509",1.29
"6510",1.28
"6511",1.13
"6512",1.14
"6513",1.25
"6514",1.4
"6515",1.44
"6516",1.3
"6517",1.35
"6518",1.42
"6519",1.5
"6520",1.44
"6521",1.14
"6522",1.55
"6523",1.38
"6524",1.38
"6525",1.56
"6526",1.53
"6527",1.53
"6528",1.5
"6529",1.58
"6530",1.6
"6531",1.6
"6532",1.59
"6533",1.54
"6534",1.57
"6535",1.74
"6536",1.78
"6537",1.74
"6538",1.63
"6539",1.6
"6540",1.56
"6541",1.59
"6542",1.59
"6543",1.72
"6544",1.76
"6545",1.68
"6546",1.79
"6547",1.75
"6548",1.81
"6549",1.85
"6550",1.8
"6551",1.76
"6552",1.61
"6553",1.66
"6554",1.76
"6555",1.8
"6556",1.74
"6557",1.71
"6558",1.58
"6559",1.66
"6560",1.65
"6561",1.25
"6562",1.59
"6563",1.3
"6564",1.14
"6565",1.2
"6566",1.46
"6567",1.47
"6568",1.43
"6569",1.25
"6570",1.64
"6571",0.78
"6572",0.99
"6573",0.98
"6574",0.79
"6575",0.77
"6576",0.88
"6577",0.89
"6578",0.88
"6579",0.95
"6580",1.12
"6581",1.16
"6582",1.26
"6583",1.29
"6584",1.29
"6585",1.25
"6586",1.2
"6587",1.1
"6588",1.19
"6589",1.16
"6590",1.01
"6591",0.99
"6592",0.99
"6593",1
"6594",1.02
"6595",1.01
"6596",0.78
"6597",0.83
"6598",0.82
"6599",0.77
"6600",0.89
"6601",0.83
"6602",0.87
"6603",0.83
"6604",0.79
"6605",0.74
"6606",0.72
"6607",0.68
"6608",0.76
"6609",0.81
"6610",0.7
"6611",0.83
"6612",0.85
"6613",0.9
"6614",0.74
"6615",0.53
"6616",0.67
"6617",0.58
"6618",0.55
"6619",0.7
"6620",0.68
"6621",0.53
"6622",0.57
"6623",0.51
"6624",0.96
"6625",1.3
"6626",1.26
"6627",1.26
"6628",1.25
"6629",1.4
"6630",1.08
"6631",1.03
"6632",1.26
"6633",1.63
"6634",1.67
"6635",1.76
"6636",1.97
"6637",1.84
"6638",1.74
"6639",1.86
"6640",1.86
"6641",1.7
"6642",1.29
"6643",1.39
"6644",1.49
"6645",1.35
"6646",1.41
"6647",1.36
"6648",1.35
"6649",1.08
"6650",1.09
"6651",1.04
"6652",1.03
"6653",0.98
"6654",1.07
"6655",1.19
"6656",1.09
"6657",0.85
"6658",0.93
"6659",1.18
"6660",1.06
"6661",1.14
"6662",1.3
"6663",1.26
"6664",1.27
"6665",1.25
"6666",1.35
"6667",1.35
"6668",1.02
"6669",0.94
"6670",0.77
"6671",0.84
"6672",0.87
"6673",0.93
"6674",0.96
"6675",0.86
"6676",0.91
"6677",1.12
"6678",1.38
"6679",0.99
"6680",1.01
"6681",1.26
"6682",1.42
"6683",1.21
"6684",1.33
"6685",1.48
"6686",1.17
"6687",1.56
"6688",1.76
"6689",1.79
"6690",2
"6691",1.82
"6692",1.73
"6693",1.77
"6694",1.88
"6695",1.63
"6696",1.63
"6697",1.49
"6698",1.44
"6699",1.43
"6700",1.44
"6701",1.48
"6702",1.42
"6703",1.41
"6704",1.36
"6705",1.45
"6706",1.43
"6707",1.46
"6708",1.43
"6709",1.44
